# T (K)      C-ph_V_V (J K^-1 mol^-1)
# V = 131.930000 (a.u.^3)
 4800.0      49.3248289776668
 4900.0      49.3464066036308
 5000.0      49.3667204073248
 5100.0      49.3858668696357
 5200.0      49.4039334670374
 5300.0      49.4209996583205
 5400.0      49.4371377478359
 5500.0      49.4524136425468
 5600.0      49.4668875175169
 5700.0      49.4806144022369
 5800.0      49.4936446983428
 5900.0      49.5060246377252
 6000.0      49.5177966887237
# V = 49.262900 (a.u.^3)
    5.0       0.0089855038742
  100.0       3.3851791611392
  200.0      10.1596698448234
  300.0      15.7342901882848
  400.0      20.3091262285755
  500.0      24.4812453124676
  600.0      28.2475090769483
  700.0      31.5095976322159
  800.0      34.2501510899794
  900.0      36.5157129719014
 1000.0      38.3774109717284
 1100.0      39.9075355915280
 1200.0      41.1698529238431
 1300.0      42.2171406954791
 1400.0      43.0917749534486
 1500.0      43.8273150801127
 1600.0      44.4502117654003
 1700.0      44.9813194028901
 1800.0      45.4371335204852
 1900.0      45.8307661444008
 2000.0      46.1727008394775
 2100.0      46.4713725902541
 2200.0      46.7336122023718
 2300.0      46.9649873084955
 2400.0      47.1700649075939
 2500.0      47.3526144200512
 2600.0      47.5157655724481
 2700.0      47.6621318643644
 2800.0      47.7939076926168
 2900.0      47.9129452103187
 3000.0      48.0208155104319
 3100.0      48.1188576151569
 3200.0      48.2082179249018
 3300.0      48.2898821603810
 3400.0      48.3647013646412
 3500.0      48.4334131788440
 3600.0      48.4966593373650
 3700.0      48.5550001227860
 3800.0      48.6089263639284
 3900.0      48.6588694384951
 4000.0      48.7052096475277
 4100.0      48.7482832552544
 4200.0      48.7883884301657
 4300.0      48.8257902776507
 4400.0      48.8607251184928
 4500.0      48.8934041388582
 4600.0      48.9240165144942
 4700.0      48.9527320934679
 4800.0      48.9797037069386
 4900.0      49.0050691654652
 5000.0      49.0289529885815
 5100.0      49.0514679074216
 5200.0      49.0727161736501
 5300.0      49.0927907025960
 5400.0      49.1117760740683
 5500.0      49.1297494106688
 5600.0      49.1467811503823
 5700.0      49.1629357276883
 5800.0      49.1782721753263
 5900.0      49.1928446570699
 6000.0      49.2067029403748
