# T (K)      fittedC_V_V (J K^-1 mol^-1)
# V= 131.930000 (a.u.^3)
 4300.0      49.7720356276549
 4400.0      49.8139267751513
 4500.0      49.7792689988104
 4600.0      49.8052745533784
 4700.0      49.8110107169695
 4800.0      49.7815780204244
 4900.0      49.8148782697439
 5000.0      49.7982327653203
 5100.0      49.8001845540922
 5200.0      49.8101213163249
 5300.0      49.8086459203688
 5400.0      49.8076426804593
 5500.0      49.8000474200835
 5600.0      49.8070650845401
 5700.0      49.8295128592704
 5800.0      49.7845160942384
 5900.0      49.8211917394422
 6000.0      49.8300138903898
# V= 122.744767 (a.u.^3)
    0.0       0.0000000000000
  100.0      15.7810340148240
  200.0      36.5148139837601
  300.0      40.5068696321267
  400.0      44.7769480727293
  500.0      46.0968724849963
  600.0      47.2356592386194
  700.0      47.8476252300458
  800.0      48.3016977819145
  900.0      48.6106567905519
 1000.0      48.8382458392947
 1100.0      49.0131009189585
 1200.0      49.1427452717408
 1300.0      49.2466478477545
 1400.0      49.3300862431740
 1500.0      49.3974446689175
 1600.0      49.4524565623007
 1700.0      49.4978964499438
 1800.0      49.5342786540132
 1900.0      49.5712241636973
 2000.0      49.5927357227863
 2100.0      49.6213687841362
 2200.0      49.6415439784358
 2300.0      49.6563506461763
 2400.0      49.6785261332349
 2500.0      49.6829109121895
 2600.0      49.7038517949991
 2700.0      49.7106628451540
 2800.0      49.7172962444854
 2900.0      49.7360058068974
 3000.0      49.7322435142298
 3100.0      49.7452260989787
 3200.0      49.7426354050529
 3300.0      49.7651779927908
 3400.0      49.7616140345505
 3500.0      49.7567203167118
 3600.0      49.7902246804583
 3700.0      49.7489165414346
 3800.0      49.7988536227253
 3900.0      49.7691643473295
 4000.0      49.7845962412179
 4100.0      49.7901323226977
 4200.0      49.7930229378772
 4300.0      49.7721009401420
 4400.0      49.8136692249888
 4500.0      49.7793380763368
 4600.0      49.8051374867657
 4700.0      49.8108796218369
 4800.0      49.7816719488986
 4900.0      49.8147530212534
 5000.0      49.7982620694794
 5100.0      49.8001948973987
 5200.0      49.8101166431043
 5300.0      49.8086086555477
 5400.0      49.8076852048041
 5500.0      49.8001317340151
 5600.0      49.8071247376623
 5700.0      49.8294124384100
 5800.0      49.7847615483294
 5900.0      49.8212133979121
 6000.0      49.8298040234899
# V= 121.909745 (a.u.^3)
    0.0       0.0000000000000
  100.0      15.7519562662216
  200.0      36.4734280361250
  300.0      40.4804404009006
  400.0      44.7587703494955
  500.0      46.0852324831008
  600.0      47.2274151941264
  700.0      47.8416024559389
  800.0      48.2970620148368
  900.0      48.6069768947608
 1000.0      48.8352570766385
 1100.0      49.0105873758140
 1200.0      49.1406321515843
 1300.0      49.2448298935591
 1400.0      49.3285021591476
 1500.0      49.3960506154298
 1600.0      49.4512226460518
 1700.0      49.4967981171181
 1800.0      49.5333076598001
 1900.0      49.5703163803687
 2000.0      49.5919581372392
 2100.0      49.6206284772259
 2200.0      49.6408692990789
 2300.0      49.6557582423340
 2400.0      49.6779356039293
 2500.0      49.6824352358551
 2600.0      49.7033523895717
 2700.0      49.7102317827132
 2800.0      49.7169193652807
 2900.0      49.7355864672214
 3000.0      49.7319399009543
 3100.0      49.7448965225110
 3200.0      49.7424210088745
 3300.0      49.7648258897830
 3400.0      49.7613697802072
 3500.0      49.7565653639424
 3600.0      49.7898523185692
 3700.0      49.7489377748152
 3800.0      49.7985033223899
 3900.0      49.7691051313468
 4000.0      49.7844463199811
 4100.0      49.7899812236622
 4200.0      49.7928729244662
 4300.0      49.7721656444141
 4400.0      49.8134102601352
 4500.0      49.7794065952905
 4600.0      49.8049993672004
 4700.0      49.8107474712115
 4800.0      49.7817654776742
 4900.0      49.8146267736020
 5000.0      49.7982907965467
 5100.0      49.8002046547206
 5200.0      49.8101112946785
 5300.0      49.8085707192917
 5400.0      49.8077272066085
 5500.0      49.8002156895642
 5600.0      49.8071839514455
 5700.0      49.8293111560128
 5800.0      49.7850070862145
 5900.0      49.8212345379611
 6000.0      49.8295930154910
# V= 121.074724 (a.u.^3)
    0.0       0.0000000000000
  100.0      15.7227734230794
  200.0      36.4318783169100
  300.0      40.4538901782807
  400.0      44.7404995163578
  500.0      46.0735262175473
  600.0      47.2191212894385
  700.0      47.8355416368392
  800.0      48.2923962761143
  900.0      48.6032728890137
 1000.0      48.8322485587519
 1100.0      49.0080572871874
 1200.0      49.1385050682276
 1300.0      49.2429999694481
 1400.0      49.3269076965328
 1500.0      49.3946474815546
 1600.0      49.4499807260604
 1700.0      49.4956926827954
 1800.0      49.5323303571524
 1900.0      49.5694028461081
 2000.0      49.5911754703041
 2100.0      49.6198834744294
 2200.0      49.6401903444960
 2300.0      49.6551619889130
 2400.0      49.6773414211337
 2500.0      49.6819563678777
 2600.0      49.7028498791384
 2700.0      49.7097979188623
 2800.0      49.7165399418977
 2900.0      49.7351645758189
 3000.0      49.7316341226817
 3100.0      49.7445648067381
 3200.0      49.7422048078820
 3300.0      49.7644717460096
 3400.0      49.7611237904034
 3500.0      49.7564089610267
 3600.0      49.7894780251353
 3700.0      49.7489580728569
 3800.0      49.7981512363685
 3900.0      49.7690448687858
 4000.0      49.7842951723794
 4100.0      49.7898289162583
 4200.0      49.7927217477572
 4300.0      49.7722297183580
 4400.0      49.8131499199768
 4500.0      49.7794745334541
 4600.0      49.8048602120100
 4700.0      49.8106142811005
 4800.0      49.7818585811680
 4900.0      49.8144995423072
 5000.0      49.7983189331161
 5100.0      49.8002138167949
 5200.0      49.8101052640113
 5300.0      49.8085321119044
 5400.0      49.8077686703767
 5500.0      49.8002992640783
 5600.0      49.8072427077115
 5700.0      49.8292090241396
 5800.0      49.7852526551634
 5900.0      49.8212551489499
 6000.0      49.8293808993024
# V= 120.239703 (a.u.^3)
    0.0       0.0000000000000
  100.0      15.6934905080074
  200.0      36.3901717861439
  300.0      40.4272231914727
  400.0      44.7221383474865
  500.0      46.0617553744882
  600.0      47.2107786781350
  700.0      47.8294435927057
  800.0      48.2877011868645
  900.0      48.5995452615457
 1000.0      48.8292206794753
 1100.0      49.0055109849846
 1200.0      49.1363642998122
 1300.0      49.2411583151857
 1400.0      49.3253030648747
 1500.0      49.3932354523826
 1600.0      49.4487309665858
 1700.0      49.4945802934933
 1800.0      49.5313468751916
 1900.0      49.5684836836445
 2000.0      49.5903878250170
 2100.0      49.6191338758048
 2200.0      49.6395072059583
 2300.0      49.6545619648029
 2400.0      49.6767436660152
 2500.0      49.6814743703171
 2600.0      49.7023443322235
 2700.0      49.7093613111529
 2800.0      49.7161580234422
 2900.0      49.7347401911046
 3000.0      49.7313262175271
 3100.0      49.7442309958764
 3200.0      49.7419868254241
 3300.0      49.7641156120726
 3400.0      49.7608760960857
 3500.0      49.7562511230447
 3600.0      49.7891018568431
 3700.0      49.7489774187320
 3800.0      49.7977974184966
 3900.0      49.7689835591696
 4000.0      49.7841428155817
 4100.0      49.7896754182030
 4200.0      49.7925694258561
 4300.0      49.7722931398604
 4400.0      49.8128882439000
 4500.0      49.7795418686105
 4600.0      49.8047200385218
 4700.0      49.8104800675114
 4800.0      49.7819512337965
