# P (GPa)             Gibbs free energy (Ry.)
# T= 0.000000 K
   39.0      -0.5391645191591
   40.0      -0.5295385016009
# T= 1400.000000 K
    0.0      -0.9534178854927
    1.0      -0.9419801194023
    2.0      -0.9306131539894
    3.0      -0.9193148730067
    4.0      -0.9080832712877
    5.0      -0.8969164467705
    6.0      -0.8858125926761
    7.0      -0.8747699908005
    8.0      -0.8637870054306
    9.0      -0.8528620777661
   10.0      -0.8419937208056
   11.0      -0.8311805146604
   12.0      -0.8204211022553
   13.0      -0.8097141853901
   14.0      -0.7990585211197
   15.0      -0.7884529184244
   16.0      -0.7778962351454
   17.0      -0.7673873751514
   18.0      -0.7569252857122
   19.0      -0.7465089550545
   20.0      -0.7361374100746
   21.0      -0.7258097141871
   22.0      -0.7155249653264
   23.0      -0.7052822944484
   24.0      -0.6950808637780
   25.0      -0.6849198649274
   26.0      -0.6747985172395
   27.0      -0.6647160668965
   28.0      -0.6546717859651
   29.0      -0.6446649702291
   30.0      -0.6346949379973
   31.0      -0.6247610305140
   32.0      -0.6148626096873
   33.0      -0.6049990565237
   34.0      -0.5951697724224
   35.0      -0.5853741765427
   36.0      -0.5756117046941
   37.0      -0.5658818110849
   38.0      -0.5561839643469
   39.0      -0.5465176492056
   40.0      -0.5368823654995
# T= 1500.000000 K
    0.0      -0.9616918848111
    1.0      -0.9502256148957
    2.0      -0.9388311786507
    3.0      -0.9275064036064
    4.0      -0.9162492325859
    5.0      -0.9050577149281
    6.0      -0.8939299989300
    7.0      -0.8828643248781
    8.0      -0.8718590183953
    9.0      -0.8609124846023
   10.0      -0.8500232028059
   11.0      -0.8391897216283
   12.0      -0.8284106545366
   13.0      -0.8176846757411
   14.0      -0.8070105164259
   15.0      -0.7963869612812
   16.0      -0.7858128453073
   17.0      -0.7752870508612
   18.0      -0.7648085049188
   19.0      -0.7543761765273
   20.0      -0.7439890744239
   21.0      -0.7336462449330
   22.0      -0.7233467701004
   23.0      -0.7130897656523
   24.0      -0.7028743791280
   25.0      -0.6926997881116
   26.0      -0.6825651990695
   27.0      -0.6724698462153
   28.0      -0.6624129894644
   29.0      -0.6523939129575
   30.0      -0.6424119250099
   31.0      -0.6324663566226
   32.0      -0.6225565593094
   33.0      -0.6126819054956
