# T (K)      fittedC_V_V (J K^-1 mol^-1)
# V= 188.447500 (a.u.^3)
 3400.0      49.7349241658309
 3500.0      49.7398295438718
 3600.0      49.7449348162932
 3700.0      49.7503349513228
 3800.0      49.7538284581774
 3900.0      49.7589214538511
 4000.0      49.7618486315102
 4100.0      49.7651958031837
 4200.0      49.7695999297986
 4300.0      49.7709005922083
 4400.0      49.7749987402568
 4500.0      49.7767296150566
 4600.0      49.7796888678313
 4700.0      49.7829040855632
 4800.0      49.7827830281788
 4900.0      49.7861596870693
 5000.0      49.7858966927064
 5100.0      49.7965039987129
 5200.0      49.7812356350781
 5300.0      49.8029136080876
 5400.0      49.7846697000419
 5500.0      49.8021010736377
 5600.0      49.7944566053413
 5700.0      49.8000155910366
 5800.0      49.7961898537476
 5900.0      49.8057588633957
 6000.0      49.7865486870156
# V= 176.704394 (a.u.^3)
    0.0       0.0000000000000
  100.0      15.2924126127693
  200.0      34.1060474867735
  300.0      39.4337329644371
  400.0      43.8669334244370
  500.0      45.5864046833307
  600.0      46.8587534004620
  700.0      47.5803582103884
  800.0      48.0932216593519
  900.0      48.4436388779759
 1000.0      48.7011546243344
 1100.0      48.8930752705516
 1200.0      49.0407175664679
 1300.0      49.1559706707987
 1400.0      49.2484055218591
 1500.0      49.3227991787112
 1600.0      49.3845480644794
 1700.0      49.4347753834821
 1800.0      49.4784989533609
 1900.0      49.5139017018154
 2000.0      49.5457931891504
 2100.0      49.5716982929031
 2200.0      49.5954817595597
 2300.0      49.6159284769997
 2400.0      49.6329013605147
 2500.0      49.6492183049092
 2600.0      49.6632562996259
 2700.0      49.6756236637168
 2800.0      49.6860980176011
 2900.0      49.6973059251643
 3000.0      49.7051079138701
 3100.0      49.7141253411772
 3200.0      49.7207769140171
 3300.0      49.7280073650364
 3400.0      49.7345889991715
 3500.0      49.7395166588464
 3600.0      49.7446306239850
 3700.0      49.7500366854878
 3800.0      49.7535442717570
 3900.0      49.7586351052567
 4000.0      49.7615785662471
 4100.0      49.7649405361060
 4200.0      49.7693256487898
 4300.0      49.7706651713257
 4400.0      49.7747500124934
 4500.0      49.7764939399344
 4600.0      49.7794544685891
 4700.0      49.7826642379785
 4800.0      49.7825726074064
 4900.0      49.7859454561065
 5000.0      49.7857126591283
 5100.0      49.7961900030923
 5200.0      49.7811872821810
 5300.0      49.8025597095581
 5400.0      49.7846243197952
 5500.0      49.8018106220677
 5600.0      49.7943116615173
