# T (K)      C_V_V (J K^-1 mol^-1)
# V = 188.447500 (a.u.^3)
 5200.0      49.7808874330294
 5300.0      49.7851899438252
 5400.0      49.7845316263469
 5500.0      49.7880413140133
 5600.0      49.7886672333098
 5700.0      49.7907454356432
 5800.0      49.7903051862011
 5900.0      49.7979668676377
 6000.0      49.7767881471674
# V = 178.270141 (a.u.^3)
    0.0      -0.0000000000000
  100.0      14.1713294135729
  200.0      32.4463720311718
  300.0      38.3997030002607
  400.0      43.1042641486561
  500.0      45.0647443108191
  600.0      46.4671028795298
  700.0      47.2830428276401
  800.0      47.8580857780412
  900.0      48.2539399078063
 1000.0      48.5445997878971
 1100.0      48.7616645862164
 1200.0      48.9285888420108
 1300.0      49.0594142102991
 1400.0      49.1638099055281
 1500.0      49.2484797483073
 1600.0      49.3180026548554
 1700.0      49.3758359830156
 1800.0      49.4244148734724
 1900.0      49.4656289992520
 2000.0      49.5008732634275
 2100.0      49.5312376499691
 2200.0      49.5576780238674
 2300.0      49.5806544555708
 2400.0      49.6009717232297
 2500.0      49.6187639443413
 2600.0      49.6347640423353
 2700.0      49.6488214594852
 2800.0      49.6615395668501
 2900.0      49.6728902813154
 3000.0      49.6832749755967
 3100.0      49.6925417680574
 3200.0      49.7009580267500
 3300.0      49.7087043618015
 3400.0      49.7157676071770
 3500.0      49.7221952601897
 3600.0      49.7279936170231
 3700.0      49.7338317129100
 3800.0      49.7383753778826
 3900.0      49.7433941874101
 4000.0      49.7474472898873
 4100.0      49.7517669797647
 4200.0      49.7551054799980
 4300.0      49.7588493324491
 4400.0      49.7622208807567
 4500.0      49.7648019866311
 4600.0      49.7679061704519
 4700.0      49.7707965040841
 4800.0      49.7726219291419
 4900.0      49.7757075479095
 5000.0      49.7774054551815
 5100.0      49.7800189966364
 5200.0      49.7811644313936
 5300.0      49.7840228653846
 5400.0      49.7848322062207
 5500.0      49.7871868759947
 5600.0      49.7885001480467
 5700.0      49.7902952666120
 5800.0      49.7901367144233
 5900.0      49.7976407153610
 6000.0      49.7762990677540
# V = 177.487268 (a.u.^3)
    0.0      -0.0000000000000
  100.0      14.0731019189229
  200.0      32.2936086667420
  300.0      38.2998013885458
  400.0      43.0301978333983
  500.0      45.0135268889894
  600.0      46.4287185278547
  700.0      47.2539320001133
  800.0      47.8351699776596
  900.0      48.2355489870486
 1000.0      48.5295243971474
 1100.0      48.7491068169815
 1200.0      48.9179681932222
 1300.0      49.0503492531796
 1400.0      49.1559548747008
 1500.0      49.2416488690576
 1600.0      49.3119653215497
 1700.0      49.3705430471760
 1800.0      49.4196343877902
 1900.0      49.4614085673539
 2000.0      49.4970124814838
 2100.0      49.5278033715816
 2200.0      49.5545227845332
 2300.0      49.5777603431468
 2400.0      49.5983879980165
 2500.0      49.6163473297523
 2600.0      49.6325406806930
 2700.0      49.6467692121333
 2800.0      49.6596927759437
 2900.0      49.6710901568326
 3000.0      49.6816967219186
 3100.0      49.6910114790739
 3200.0      49.6995853024576
 3300.0      49.7073927188155
 3400.0      49.7145128872268
 3500.0      49.7210714904507
 3600.0      49.7269405409147
 3700.0      49.7328204079914
 3800.0      49.7374640001363
 3900.0      49.7424850885517
 4000.0      49.7466364983586
 4100.0      49.7510358053396
 4200.0      49.7543089190882
 4300.0      49.7582393803336
 4400.0      49.7615690790200
 4500.0      49.7642188369548
 4600.0      49.7673421981532
 4700.0      49.7702103859688
 4800.0      49.7721957341745
 4900.0      49.7752537087336
 5000.0      49.7771086356069
 5100.0      49.7791348684028
 5200.0      49.7814966083610
 5300.0      49.7829686006041
 5400.0      49.7851885543819
 5500.0      49.7864347697754
 5600.0      49.7884080822494
 5700.0      49.7899328607302
 5800.0      49.7900449319740
 5900.0      49.7973978042572
 6000.0      49.7758999586330
# V = 176.704394 (a.u.^3)
    0.0      -0.0000000000000
  100.0      13.9759363841803
  200.0      32.1410852462807
  300.0      38.1992080837719
  400.0      42.9555402944520
  500.0      44.9618006533991
  600.0      46.3899599174854
  700.0      47.2245391788604
  800.0      47.8120479408978
  900.0      48.2170071224278
 1000.0      48.5143411500166
 1100.0      48.7364743855732
 1200.0      48.9072995288662
 1300.0      49.0412563010997
 1400.0      49.1480898870436
