# V (a.u.^3)  Helmholtz Free Energy (Ry.)
# T= 0.000000 K
  55.6738     -0.477100501
  55.0665     -0.446346780
  54.5266     -0.415310393
  53.9867     -0.384549832
  53.4469     -0.353853264
  52.9070     -0.323289302
# T= 3050.000000 K
  60.6676     -0.710843468
  59.8578     -0.678517585
  59.1155     -0.645732260
  58.3732     -0.613519441
  57.6308     -0.581653699
  56.9560     -0.549833977
  56.3487     -0.518123873
  55.6738     -0.487178823
  55.0665     -0.456415687
  54.5266     -0.425363224
  53.9867     -0.394587292
  53.4469     -0.363875703
  52.9070     -0.333297026
# T= 3100.000000 K
  60.6676     -0.721093650
  59.8578     -0.688743786
  59.1155     -0.655934854
  58.3732     -0.623699617
  57.6308     -0.591812708
  56.9560     -0.559972865
  56.3487     -0.528243718
  55.6738     -0.497288293
  55.0665     -0.466515744
  54.5266     -0.435447204
  53.9867     -0.404655903
  53.4469     -0.373929291
  52.9070     -0.343335900
# T= 3150.000000 K
  60.6676     -0.731374480
  59.8578     -0.699000633
  59.1155     -0.666168095
  58.3732     -0.633910441
  57.6308     -0.602002365
  56.9560     -0.570142401
  56.3487     -0.538394211
  55.6738     -0.507428411
  55.0665     -0.476646448
  54.5266     -0.445561832
  53.9867     -0.414755160
  53.4469     -0.384013526
  52.9070     -0.353405421
# T= 3200.000000 K
  60.6676     -0.741685470
  59.8578     -0.709287641
  59.1155     -0.676431497
  58.3732     -0.644151424
  57.6308     -0.612222182
  56.9560     -0.580342097
  56.3487     -0.548574864
  55.6738     -0.517598690
  55.0665     -0.486807312
  54.5266     -0.455706620
  53.9867     -0.424884578
  53.4469     -0.394127922
  52.9070     -0.363505103
# T= 3250.000000 K
  60.6676     -0.752026150
  59.8578     -0.719604339
  59.1155     -0.686724588
  58.3732     -0.654422097
  57.6308     -0.622471688
  56.9560     -0.590571482
  56.3487     -0.558785206
  55.6738     -0.527798657
  55.0665     -0.496997866
  54.5266     -0.465881097
  53.9867     -0.435043685
  53.4469     -0.404272007
  52.9070     -0.373634474
# T= 3300.000000 K
  60.6676     -0.762396062
  59.8578     -0.729950269
  59.1155     -0.697046912
  58.3732     -0.664722003
  57.6308     -0.632750427
  56.9560     -0.600830100
  56.3487     -0.569024781
  55.6738     -0.538027857
  55.0665     -0.507217652
  54.5266     -0.476084807
  53.9867     -0.445232024
  53.4469     -0.414445324
  52.9070     -0.383793077
# T= 3350.000000 K
  60.6676     -0.772794764
  59.8578     -0.740324989
  59.1155     -0.707398026
  58.3732     -0.675050698
  57.6308     -0.643057956
  56.9560     -0.611117508
  56.3487     -0.579293145
  55.6738     -0.548285847
  55.0665     -0.517466228
  54.5266     -0.486317306
  53.9867     -0.455449153
  53.4469     -0.424647431
  52.9070     -0.393980469
# T= 3400.000000 K
  60.6676     -0.783221826
  59.8578     -0.750728069
  59.1155     -0.717777499
  58.3732     -0.685407754
  57.6308     -0.653393844
  56.9560     -0.621433275
  56.3487     -0.589589870
  55.6738     -0.558572197
  55.0665     -0.527743163
  54.5266     -0.496578165
  53.9867     -0.465694642
  53.4469     -0.434877898
  52.9070     -0.404196222
# T= 3450.000000 K
  60.6676     -0.793676831
  59.8578     -0.761159091
  59.1155     -0.728184915
  58.3732     -0.695792752
  57.6308     -0.663757676
  56.9560     -0.631776986
  56.3487     -0.599914537
  55.6738     -0.568886489
  55.0665     -0.538048042
  54.5266     -0.506866967
  53.9867     -0.475968074
  53.4469     -0.445136307
  52.9070     -0.414439917
# T= 3500.000000 K
  60.6676     -0.804159374
  59.8578     -0.771617651
  59.1155     -0.738619869
  58.3732     -0.706205287
  57.6308     -0.674149045
